Entity,Date
BM25,2024-02-22
batch prompting,2023-10-25
"few-shot in-context
learning",2023-10-25
batch prompting,2023-10-25
batch prompting,2023-10-25
GPT-3.5,2023-10-25
GPT-4,2023-10-25
batch prompting,2023-10-25
batch prompting,2023-10-25
GPT-3,2023-01-24
prompt-based learning,2023-07-25
GPT-3,2023-07-25
instruction-based prompting,2023-01-25
BERT,2023-01-25
GPT-3,2023-01-25
LLMs,2023-01-31
Dialog evaluation,2023-01-31
prompting,2023-01-31
LLMs,2023-01-31
BLOOM,2023-01-31
OPT,2023-01-31
GPT-3,2023-01-31
Flan-T5,2023-01-31
InstructDial,2023-01-31
TNLGv2,2023-01-31
dialog evaluation,2023-01-31
special cross attention mechanisms,2023-05-25
GPT-3,2023-05-25
five-shot MMLU,2023-05-25
Large Language Models,2023-01-31
few-shot chain-of-thought prompts,2023-01-31
GPT-3,2023-01-31
multi-step math reasoning,2023-01-31
scaling curve,2023-01-31
unitary dynamics,2023-04-05
GPTs,2023-04-05
GPTs,2023-04-05
GPTs,2023-04-05
GPT-3,2023-06-22
Few-shot learning,2023-05-25
GPT-3,2023-05-25
prompts,2023-05-25
prompts,2023-05-25
GPTs,2023-01-20
GPTs,2023-01-20
GPTs,2023-01-20
LSTMs,2024-02-29
GPT-2,2024-02-29
Fasttext,2022-12-22
BERT,2022-12-22
XLM-R,2022-12-22
FLAIR,2022-12-22
MuRIL,2022-12-22
MuRIL,2022-12-22
BERT,2023-05-29
GPT-2,2023-05-29
GPT-3,2023-05-08
Bert,2023-05-08
VidLPRO,2024-09-13
contrastive learning,2024-09-13
VidLPRO,2024-09-13
video-text contrastive learning,2024-09-13
GPT-4,2024-09-13
VidLPRO,2024-09-13
VidLPRO,2024-09-13
VidLPRO,2024-09-13
human text-reading mechanism,2024-09-10
LLaMA,2024-09-10
GPT-3.5,2024-09-10
data augmentation-based fine-tuning method,2024-09-19
"contrastive learning
approach",2024-09-19
GPT-4,2024-09-19
Large Language Models,2024-09-10
LLMs,2024-09-10
LLMs,2024-09-10
GPT-3.5,2024-09-10
GPT-4o,2024-09-10
LLMs,2024-09-10
LLMs,2024-09-11
LLMs,2024-09-11
knowledge graph prompt inclusion,2024-09-11
GPT,2024-09-11
Gemini,2024-09-11
LLMs,2024-09-11
GPT-3,2024-09-11
GPT-4o,2024-09-11
LLMs,2024-09-11
Large Language Models,2024-10-01
GPT-4,2024-10-01
GPT-4,2024-09-12
vision-language prompt learning,2024-09-12
prompt learning,2024-09-12
modality dropout,2024-09-12
GPT-4,2024-09-12
LLMs,2024-09-12
GPT-4o,2024-09-12
"vision-language
instruction tuning",2024-09-13
GPT-4,2024-09-13
"zero-shot visual question answering
(VQA)",2024-09-13
LLMs,2024-09-13
LLMs,2024-09-13
LLMs,2024-09-13
GPT-4-turbo,2024-09-13
quantum machine learning,2024-09-16
"word
embeddings",2024-09-16
GPT-4,2024-09-16
Large Language Models,2024-09-16
LLMs,2024-09-16
LLMs,2024-09-16
RAG,2024-09-16
LLMs,2024-09-16
RAG,2024-09-16
GPT-4,2024-09-16
"zero-shot
prompting",2024-09-16
RAG,2024-09-16
LLMs,2024-09-16
prompt,2024-09-16
GPT-4o,2024-09-16
Large language models,2024-09-17
LLMs,2024-09-17
LLM,2024-09-17
prompt,2024-09-17
GPT-4-Turbo,2024-09-17
LLM,2024-09-17
LLM,2024-09-17
prompting,2024-09-17
LLMs,2024-09-17
Retrieval-Augmented Generation (RAG),2024-09-17
GPT-4,2024-09-17
Multimodal Large Language Models,2024-09-17
MLLMs,2024-09-17
GPT-4o,2024-09-17
MLLMs,2024-09-17
MLLMs,2024-09-17
MLLMs,2024-09-17
attention pattern,2024-09-17
MLLMs,2024-09-17
attention saddles,2024-09-17
attention pattern,2024-09-17
attention bias,2024-09-17
MLLMs,2024-09-17
MLLMs,2024-09-17
Q-value models,2024-09-17
GPT-4o-mini,2024-09-17
Q-value models,2024-09-17
existing prompting strategies,2024-09-17
GPT-3.5-turbo,2024-09-17
GPT-4o-mini,2024-09-17
GPTs,2024-09-17
open-source LLMs,2024-09-17
GPTs,2024-09-17
open-source LLMs,2024-09-17
GPT-4o,2024-09-17
Nous Hermes 2,2024-09-17
Mistral OpenOrca,2024-09-17
GPTs,2024-09-17
open-source LLMs,2024-09-17
GPT-4,2024-09-17
GPT-4,2024-09-17
LLMs,2024-09-17
LLMs,2024-09-17
LLM,2024-06-21
GPT-3.5,2024-06-21
detailed prompts,2024-06-21
GPT,2024-06-21
Large Language Models,2024-06-07
LLMs,2024-06-07
RAG,2024-06-07
LLMs,2024-06-07
RAG,2024-06-07
RAG,2024-06-07
LLMs,2024-06-07
LLMs,2024-06-07
RAG,2024-06-07
GPT-4,2024-06-07
natural language prompts,2024-10-07
Large Language Models,2024-10-07
LLMs,2024-10-07
LVLMs,2024-10-07
LVLMs,2024-10-07
GPT-4V,2024-10-07
Gemini,2024-10-07
LVLMs,2024-10-07
LVLMs,2024-10-07
data bias,2024-10-07
GPT-4-Turbo,2024-06-14
GPT-4s,2024-06-14
attention mechanism,2024-06-12
"attention
mechanism",2024-06-12
GPT-4,2024-06-12
prompt engineering,2024-06-12
GPT-embeddings,2024-06-04
GPT,2024-06-04
GPT,2024-06-04
Luna,2024-06-06
RAG,2024-06-06
Luna,2024-06-06
GPT-3,2024-06-06
Luna,2024-06-06
SemCoder,2024-11-04
GPT-3.5-turbo,2024-11-04
SemCoder,2024-11-04
GPT-3.5-turbo,2024-11-04
GPT-3.5-turbo,2024-11-04
GPT-3.5-turbo,2024-11-04
SemCoder,2024-11-04
SemCoder,2024-11-04
GPT-4,2024-06-04
GPT-3.5,2024-06-07
GPT-4,2024-06-07
iterated learning,2024-06-05
iterated learning,2024-06-05
causal learning,2024-06-05
proportion estimation,2024-06-05
GPT-4,2024-06-05
GPT-4,2024-06-05
LLMs,2024-06-05
ChatGPT,2024-06-05
LLMs,2024-06-05
LLMs,2024-06-05
Glianorex,2024-06-05
GPT-4,2024-06-05
Glianorex,2024-06-05
LLMs,2024-06-05
"zero-shot
setting",2024-06-05
LLMs,2024-06-05
LLMs,2024-06-05
GPTs,2024-06-06
Large Language Models,2024-06-07
LLMs,2024-06-07
LLMs,2024-06-07
GPT-3.5-Turbo,2024-06-07
LLMs,2024-06-07
Large Language Models,2024-06-06
GPT-4,2024-06-06
SOLAR-KO,2024-06-06
BART-based models,2024-06-06
GPT-4,2024-06-06
GPT-2,2024-07-09
GPT-4o,2024-06-07
GPT-4,2024-06-21
RAC,2024-10-21
RAC,2024-10-21
RAC,2024-10-21
RAC,2024-10-21
"Fluent
Tracking",2024-10-21
State Tracking,2024-10-21
"Numerical
RAC",2024-10-21
Composite Questions,2024-10-21
RAC,2024-10-21
LLMs,2024-10-21
RAC,2024-10-21
RAC,2024-10-21
GPT-4o,2024-10-21
Large Language Models,2024-06-07
LLMs,2024-06-07
LLMs,2024-06-07
GPT-4-turbo,2024-06-07
LLMs,2024-06-07
LLMs,2024-06-07
GPT-4,2024-06-07
Claude-3,2024-06-07
GPT4V,2024-06-07
GPT4V,2024-06-07
Frame-number scalability,2024-06-07
large language models,2024-06-10
LLMs,2024-06-10
GPT4,2024-06-10
LLMs,2024-06-10
Prompting,2024-06-10
GPT-3.5,2024-06-10
GPT-4,2024-06-10
few-shot learning,2024-06-10
LLMs,2024-06-10
GPT-3.5,2024-06-10
GPT-4,2024-06-10
few-shot learning,2024-06-10
few-shot learning,2024-06-10
LLMs,2024-06-10
GPT-4-turbo,2024-10-08
length bias,2024-10-08
GPT-4,2024-06-10
GPT,2024-06-10
Stable Diffusion,2024-06-10
text prompts,2024-06-10
Text-to-Graph,2024-06-10
GPT-4,2024-06-10
Large Language Models,2024-10-29
LLMs,2024-10-29
LLMs,2024-10-29
LLMs,2024-10-29
ChatGPT,2024-10-29
GPT-4,2024-10-29
Claude-3,2024-10-29
GPT,2024-06-11
GPT-3,2023-06-01
"shortcut
learning",2023-06-01
LLMs,2024-10-07
LLMs,2024-10-07
LLMs,2024-10-07
LLMs,2024-10-07
GPT-3.5,2024-10-07
GPT-4,2024-10-07
Gemini-Pro,2024-10-07
LLMs,2024-10-07
GPT-3.5,2024-10-07
LLMs,2024-10-07
LLMs,2024-10-07
specific prompt instructions,2024-10-07
Large language models,2023-06-21
LLMs,2023-06-21
"few-shot
in-context learning",2023-06-21
supervised learning,2023-06-21
GPT-4,2023-06-21
LLMs,2023-06-21
prompts,2023-06-21
Generative large language models,2023-06-02
LLMs,2023-06-02
prompt quality,2023-06-02
LLM,2023-06-02
LLMs,2023-06-02
GPT-4,2023-06-02
LLMs,2023-06-02
GPTs,2023-06-02
GPTs,2023-06-02
nudging,2023-06-07
GPT,2023-06-07
SnomedCT,2023-06-02
SnomedCT,2023-06-02
SnomedCT,2023-06-02
prompting,2023-06-02
GPT 3.5,2023-06-02
SnomedCT,2023-06-02
5-point scales,2023-06-02
AGCT,2023-06-02
SnomedCT,2023-06-02
AGCT,2023-06-02
SnomedCT,2023-06-02
GPT-4,2023-06-02
GPT-4,2023-06-02
Large Language Models,2024-05-24
LLMs,2024-05-24
LLMs,2024-05-24
LLMs,2024-05-24
LLMs,2024-05-24
GPT-4,2024-05-24
LLMs,2024-05-24
attention,2024-05-24
LLMs,2024-05-24
GPT-4,2023-06-06
natural language prompts,2023-06-06
prompt,2023-06-06
Prompt Sapper,2023-06-06
BERT,2023-06-06
GPT-1,2023-06-06
BERT,2023-06-06
GPT-3,2023-11-09
LLaMA,2023-11-09
LLaMA,2023-11-09
LLMs,2024-07-30
LLMs,2024-07-30
LLMs,2024-07-30
LLMs,2024-07-30
LLMs,2024-07-30
LIama3,2024-07-30
GPT-4o,2024-07-30
GPT-4,2024-07-30
LLMs,2024-07-30
LLMs,2024-07-30
AI safety concerns,2024-07-30
LLMs,2023-06-08
GPT-4,2023-06-08
GPT-3.5,2023-06-08
Bard,2023-06-08
GPT-3.5,2023-06-08
Bard,2023-06-08
GPT-4,2023-06-08
GPT-3,2023-12-06
GPT-4,2023-06-16
pretraining foundation,2023-06-16
LLMs,2023-11-13
LLMs,2023-11-13
LLMs,2023-11-13
GPT-4,2023-11-13
LLMs,2023-11-13
LLMs,2023-11-13
"Large
Language Models",2024-11-19
ChatGPT,2024-11-19
GPT-4,2024-11-19
LLMs,2024-11-19
LLMs,2024-11-19
self-enhancement biases,2023-12-27
LLM,2023-12-27
GPT-4,2023-12-27
GPT-4,2023-11-23
LLMs,2023-11-23
LLMs,2023-11-23
LLMs,2023-11-23
Large Language Models,2023-11-01
LLMs,2023-11-01
LLMs,2023-11-01
triggers,2023-11-01
triggers,2023-11-01
LLMs,2023-11-01
triggers,2023-11-01
triggers,2023-11-01
GPT-3,2023-11-01
GPT-4,2023-11-01
Alpaca,2023-06-13
GPT-2,2023-06-13
GPT-3,2023-06-13
GPT- 4,2023-06-13
BERTScore,2023-06-13
GPT-3,2023-06-13
ensemble of prompts,2023-06-13
BERT,2024-03-22
GPT,2024-03-22
summarization,2024-03-22
split-and-rephrase,2024-03-22
task-specific prompts,2024-08-22
GPT-4o,2024-08-22
GPT3.5,2024-04-05
LLMs,2023-12-11
LLMs,2023-12-11
Prompt Attack,2023-12-11
LLMs,2023-12-11
LLMs,2023-12-11
Prompt Attack,2023-12-11
LLMs,2023-12-11
prompt attack,2023-12-11
prompt attack,2023-12-11
prompt attack,2023-12-11
prompts,2023-12-11
LLMs,2023-12-11
"prompt
attack",2023-12-11
prompts,2023-12-11
LLMs,2023-12-11
LLMs,2023-12-11
prompts,2023-12-11
LLMs,2023-12-11
GPT-3,2023-12-11
GPT-4,2023-09-27
GPT-3,2023-09-26
dynamic neural-network model,2023-09-26
"distributed
retrieval practice",2023-09-26
LLMs,2023-09-26
LLMs,2023-09-26
GPT-3.5,2023-09-26
GPT-4,2024-03-28
linguistic-informed prompt engineering,2024-01-18
GPT-3.5-Turbo,2024-01-18
GPT-4.0,2024-01-18
LLMs,2024-01-18
LLMs,2024-01-18
LLMs,2024-01-18
prompting,2024-01-18
GPT-3.5,2024-01-18
GPT-3.5,2024-01-18
GPT-3,2024-01-18
GPT-3.5,2024-01-18
GPT-4,2024-01-18
LLMs,2024-01-18
LLMs,2024-01-18
LLMs,2024-01-18
vision instruction tuning,2023-09-27
GPT-4,2023-09-27
GPT2,2023-09-27
ROUGE,2023-12-20
GPT-4,2023-12-20
GPT-4,2023-12-20
GPT-4,2023-12-20
GPT-4,2023-12-20
GPT-3.5-turbo-175B,2023-09-28
task prompts,2023-09-28
Large language models,2023-09-28
LLMs,2023-09-28
LLMs,2023-09-28
LLM,2023-09-28
LLM,2023-09-28
prompting,2023-09-28
GPT-3,2023-09-28
LLM,2023-09-28
LLMs,2023-09-28
LLMs,2023-09-28
GPT-4,2023-09-29
human-provided instruction prompts,2023-09-29
GPT-4,2023-09-29
Z3,2023-09-29
LLMs,2023-10-02
GPT-3.5,2023-10-02
GPT-4,2023-10-02
Claude 1.3,2023-10-02
Claude 2.0,2023-10-02
LLMs,2023-10-02
GPT-4,2024-06-11
GPT-4,2024-09-04
GPT-4,2024-09-04
imitation learning,2024-02-22
GPT-4,2024-02-22
GPT-4,2024-02-22
LLMs,2024-09-05
LLMs,2024-09-05
zero-shot setting,2024-09-05
GPT4,2024-09-05
GPT-4o,2024-10-10
GPT-4o,2024-10-10
GPT-4o,2024-10-10
regulatory purposes,2024-10-10
AI fairness,2024-10-10
LLMs,2024-10-10
GPT-4,2024-10-10
Chain of Thought prompting,2024-10-10
LLMs,2024-10-11
EEG embeddings,2024-10-11
GPT-4,2024-10-11
prompts,2024-10-11
FLIER,2024-10-11
GPT-3,2024-10-11
FLIER,2024-10-11
Large Language Models,2024-10-11
LLMs,2024-10-11
LLMs,2024-10-11
LLMs,2024-10-11
GPT-4o,2024-10-11
Large Language Models,2024-10-11
LLMs,2024-10-11
LLMs,2024-10-11
LLMs,2024-10-11
GPT-4,2024-10-11
Adam,2024-10-11
Adam,2024-10-11
Adam,2024-10-11
Adam,2024-10-11
GPT-2,2024-10-11
Adam,2024-10-11
Adam,2024-10-11
GPT-4,2024-10-14
PaLM,2024-10-14
system prompts,2024-10-14
LLMs,2024-10-14
Gemma,2024-10-14
GPT-3,2024-10-14
GPT-4,2024-10-14
GPT-4o,2024-11-05
Multimodal Large Language Models,2024-10-15
MLLMs,2024-10-15
MLLMs,2024-10-15
MLLMs,2024-10-15
MLLMs,2024-10-15
MLLMs,2024-10-15
GPT-4o,2024-10-15
MLLMs,2024-10-15
Retrieval-Augmented Generation (RAG),2024-10-15
GPT4-o,2024-10-15
Quantum parameter generation,2024-10-15
"quantum
parameter generation",2024-10-15
Gemma-2,2024-10-15
GPT-2,2024-10-15
GPT-2,2024-10-15
Gemma-2,2024-10-15
"quantum parameter
generation",2024-10-15
GPT4o,2024-10-15
GPT 4o,2024-10-15
MLLMs,2024-10-16
MLLMs,2024-10-16
LLM evaluators,2024-10-16
MLLMs,2024-10-16
LLM evaluators,2024-10-16
GPT4V-generated,2024-10-16
MLLMs,2024-10-16
LLM,2024-10-15
GPT-4,2024-10-15
few-shot Chain-of-Thought prompting,2024-10-15
LLM,2024-10-15
GPT-4o,2024-10-17
specialized prompting framework,2024-10-17
GPT-4,2024-10-15
Pre-trained Large Language Models,2024-05-28
LLMs,2024-05-28
LLMs,2024-05-28
prompts,2024-05-28
LLM,2024-05-28
LLM,2024-05-28
LLM,2024-05-28
GPT-3,2024-05-28
LVLMs,2024-10-29
LVLMs,2024-10-29
GPT-4V,2024-10-29
LVLMs,2024-10-29
LVLMs,2024-10-29
"large
language models",2024-09-17
LLMs,2024-09-17
LLM,2024-09-17
LLM,2024-09-17
LLMs,2024-09-17
LLMs,2024-09-17
GPT-4,2024-09-17
LLM,2024-09-17
GPT-3.5,2024-06-26
reinforcement learning from human feedback,2024-03-12
GPT4,2024-03-12
RLHF,2024-03-12
RLHF,2024-03-12
GPT-4o,2024-05-28
Long-context large language models,2024-03-11
LLMs,2024-03-11
reprompting,2024-03-11
reprompting,2024-03-11
LLM,2024-03-11
LLM,2024-03-11
GPT-4 Turbo,2024-03-11
Claude-2.1,2024-03-11
LLM,2024-03-11
visual anchors,2024-03-11
visual anchors,2024-03-11
visual anchors,2024-03-11
visual anchors,2024-03-11
GPT-4,2024-03-11
LLMs,2024-04-22
LLMs,2024-04-22
LLMs,2024-04-22
LLMs,2024-04-22
LLMs,2024-04-22
GPT-4,2024-04-22
LLM,2024-04-22
Large language models,2024-07-10
LLMs,2024-07-10
LLMs,2024-07-10
LLMs,2024-07-10
LLMs,2024-07-10
GPT-4,2024-07-10
LLMs,2024-07-10
GPT-4,2024-03-12
GPT-3,2024-03-12
GPT-3,2024-03-12
large language models,2024-03-19
LLMs,2024-03-19
gpt-3.5-turbo,2024-03-19
GPT-4,2024-05-29
LLMs,2024-03-13
LLMs,2024-03-13
GPT-3,2024-03-13
GPT-4,2024-03-13
GPT-4,2024-03-13
GPT-3.5,2024-03-13
GPT-4,2024-03-13
prompt engineering,2024-03-15
GPT,2024-03-15
GPT,2024-03-15
prompt engineering,2024-03-15
Large Vision-Language Models,2024-03-15
LVLMs,2024-03-15
LVLMs,2024-03-15
LVLMs,2024-03-15
LVLMs,2024-03-15
LVLMs,2024-03-15
LVLMs,2024-03-15
LVLMs,2024-03-15
GPT-4V,2024-03-15
fairness,2024-03-15
LVLMs,2024-03-15
GPT-4,2024-03-25
text prompts,2024-03-25
GPT-4,2024-03-28
GPT-3,2024-03-28
GPT-4,2024-03-28
"Large Language
Models",2024-03-18
GPT,2024-03-18
"Raven
Progressive Matrices",2024-03-18
Raven Progressive Matrices,2024-03-18
GPT-4,2024-05-07
GPT-3,2024-05-07
BERT,2024-05-07
"few-shot
NER",2024-05-07
Few-shot NER,2024-05-07
BERT,2023-07-06
Roberta,2023-07-06
T5,2023-07-06
GPT-3,2023-07-06
attention maps,2023-07-06
designed prompts,2023-07-07
GPT-3.5,2023-07-07
grounded plan tuning,2023-07-07
GPT-3.5,2023-07-07
GPT4,2023-08-01
diversified prompts,2023-08-01
GPT,2023-10-31
BERT,2023-10-31
large language models,2023-08-31
LLMs,2023-08-31
GPT-4,2023-08-31
prompting,2023-08-31
"natural
language prompts",2023-08-31
LLMs,2023-08-31
large language models,2023-08-31
GPT-3.5,2023-08-15
foundation models,2023-12-29
"Visual
Instruction Tuning",2023-12-29
"visual
instruction tuning",2023-12-29
prompting,2023-12-29
GPT-4,2023-12-29
GPT 3.5,2024-05-16
transfer learning,2023-07-12
GPT-2,2023-07-12
LLMs,2023-07-14
LLMs,2023-07-14
ChatGPT,2023-07-14
GPT-4,2023-07-14
LLMs,2023-07-14
LLMs,2023-07-14
LLMs,2023-07-14
GPT-3.5,2023-07-14
LLMs,2023-07-14
GPT-3,2023-07-14
few-shot generation,2023-07-14
GPT-4,2023-09-20
GPT-3,2023-07-18
LLMs,2024-03-26
LLM,2024-03-26
LLM,2024-03-26
LLM,2024-03-26
LLM,2024-03-26
LLMs,2024-03-26
LLMs,2024-03-26
LLMs,2024-03-26
prompting strategies,2024-03-26
LLM,2024-03-26
LLM,2024-03-26
GPT-4,2024-03-26
LLM,2024-03-26
GPT-3,2023-07-18
GPT-4,2023-07-18
prompts,2023-07-18
LLMs,2023-11-08
LLMs,2023-11-08
LLMs,2023-11-08
prompt,2023-11-08
LLMs,2023-11-08
GPT-4,2023-11-08
GPT-4,2023-07-18
GPT-4,2023-07-18
Large Language Models,2024-09-18
LLMs,2024-09-18
LLMs,2024-09-18
LLMs,2024-09-18
LLMs,2024-09-18
LLMs,2024-09-18
LLMs,2024-09-18
LLMs,2024-09-18
LLMs,2024-09-18
GPT-4,2024-09-18
LLMs,2024-09-18
GPT-4,2024-09-18
GPT-3,2024-09-18
Multi-modal large language models,2024-09-18
MLLMs,2024-09-18
MLLMs,2024-09-18
GPT-4o,2024-09-18
LLMs,2024-09-19
LLMs,2024-09-19
LLMs,2024-09-19
GPT-4,2024-09-19
LLMs,2024-09-19
"Multimodal Rotary
Position Embedding",2024-10-04
scaling laws,2024-10-04
GPT-4o,2024-10-04
Word2Vec,2024-09-20
BERT,2024-09-20
GPT,2024-09-20
natural language prompts,2024-09-20
GPT-3.5-Turbo,2024-09-20
GPT-4o,2024-09-20
Mistral MoE 8x22B,2024-09-20
"Llamma 3.1
405B",2024-09-20
prompting strategies,2024-09-20
zero-shot,2024-09-20
Basic RAG,2024-09-20
GPT-4,2024-10-16
LMMs,2024-09-20
LMMs,2024-09-20
LMMs,2024-09-20
GPT-4o,2024-09-20
LMMs,2024-09-20
GPT3,2024-09-23
GPT3,2024-09-23
LLMs,2024-09-23
GPT-4o,2024-09-23
GPT-4o,2024-09-23
large language models,2024-09-23
LLMs,2024-09-23
LLMs,2024-09-23
"Retrieval Augmented Generation
(RAG)",2024-09-23
GPT-4,2024-09-23
RAG,2024-09-23
LLMs,2024-09-23
Retrieval Augmented Generation (RAG),2024-09-24
SemanticBERT,2024-09-24
zero-shot setting,2024-09-24
gpt-4o,2024-09-24
gpt-4-turbo,2024-09-24
RAG,2024-09-24
SemanticBERT,2024-09-24
GPT-4-turbo,2024-09-24
20-shot prompt,2024-09-24
Multi-modal large language models,2024-09-24
MLLMs,2024-09-24
MLLMs,2024-09-24
MLLMs,2024-09-24
MLLMs,2024-09-24
GPT-4o,2024-09-24
MLLMs,2024-09-24
LLMs,2024-10-04
multi-agent reinforcement learning,2024-10-04
GPT-4o-mini,2024-10-04
Claude-3.5,2024-10-04
GPT-4V,2024-09-24
GPT-4,2024-09-24
GPT-4o,2024-10-01
"position
and length bias",2024-10-01
GPT-4,2024-10-29
LLMs,2024-10-10
jailbreak prompts,2024-10-10
LLMs,2024-10-10
GPT-3,2024-10-10
GPT-4,2024-10-10
Gemini-Pro,2024-10-10
GPT-4,2024-10-10
GPT,2024-09-24
"large
language models",2024-09-24
LLMs,2024-09-25
LLMs,2024-09-25
in-context learning,2024-09-25
GPT-4,2024-09-25
LLMs,2024-09-25
GPT-4,2024-09-25
LLMs,2024-09-25
LLMs,2024-09-25
LLMs,2024-09-25
recency bias,2024-09-24
authority bias,2024-09-24
GPT-4o,2024-09-24
Large Language Models,2024-09-25
LLMs,2024-09-25
GPT-4,2024-09-25
"manual
prompts",2024-09-25
LLMs,2024-09-25
prompted,2024-07-17
prompted,2024-07-17
GPT-4,2024-07-17
GPT-4,2024-07-17
Large language models,2024-07-17
LLMs,2024-07-17
LLMs,2024-07-17
Mixtral,2024-07-17
GPT-4,2024-07-17
GPT-4,2024-07-17
GPT-4o,2024-07-17
Gemini,2024-07-17
Refusal training,2024-10-04
GPT-3.5 Turbo,2024-10-04
GPT-4o mini,2024-10-04
GPT-4o,2024-10-04
o1-mini,2024-10-04
GPT-4o,2024-10-04
GPT-4,2024-10-04
adversarial training,2024-10-04
LLMs,2024-07-29
LLMs,2024-07-29
MarianMT base model,2024-07-29
METEOR,2024-07-29
ROUGE,2024-07-29
BERT,2024-07-29
GPT-4-Turbo,2024-07-29
LLMs,2024-08-27
LLMs,2024-08-27
SarcasmCue,2024-08-27
chain of contradiction,2024-08-27
graph of cues,2024-08-27
tensor of cues,2024-08-27
ToC,2024-08-27
LLMs,2024-08-27
Claude 3.5,2024-08-27
LLMs,2024-08-27
"Vanilla Large
Language Model",2024-07-19
GPT-3,2024-07-19
employment discrimination studies,2024-07-19
GPT-3.5,2024-07-19
GPT4,2024-07-19
LLM-based agents,2024-07-19
GPT-4o,2024-11-05
Large language models,2024-07-19
LLMs,2024-07-19
GPT-4o,2024-07-19
LLMs,2024-11-12
LLMs,2024-11-12
LLMs,2024-11-12
GPT-4,2024-11-12
chain-of-thought prompting,2024-11-12
LLMs,2024-11-12
GPT-4,2024-07-19
Foundation models,2024-07-23
GPT-HyperAgent,2024-07-23
GPT,2024-07-23
HyperAgent,2024-07-23
HyperAgent,2024-07-23
HyperAgent,2024-07-23
GPT-HyperAgent,2024-07-23
"Large
Language Models",2024-07-19
GPT-4o,2024-07-19
LLMs,2024-07-19
fundamental performance laws,2024-11-19
GPT3,2024-11-19
GPT3,2024-11-19
LLMs,2024-07-22
LLMs,2024-07-22
Gemini,2024-07-22
GPT,2024-07-22
GPT-4,2024-07-30
Claude-3-opus,2024-07-30
large language models,2024-10-21
GPT-4,2024-10-21
Vision Large Language Models,2024-08-08
GPT-4V,2024-08-08
GPT-3.5,2024-08-08
GPT-3.5,2024-09-17
GPT-4,2024-09-17
Mistral 7B,2024-09-17
one-shot generation,2024-09-17
One-shot generation,2024-09-17
Large Language Models,2024-08-14
LLMs,2024-08-14
LLMs,2024-08-14
LLMs,2024-08-14
LLMs,2024-08-14
LLMs,2024-08-14
GPT-4-turbo-0409,2024-08-14
LLMs,2024-08-14
LLMs,2024-08-14
GPT-4,2024-08-06
RAG,2024-10-18
"Large
Language Models",2024-10-18
LLMs,2024-10-18
GPT-4,2024-10-18
RAG,2024-10-18
RAG,2024-10-18
RAG,2024-10-18
RAG,2024-10-18
RAG,2024-10-18
RAG,2024-10-18
GPT-4-Turbo,2024-07-25
grammaticality,2024-07-25
LLM,2024-07-25
GPT4V,2024-07-25
"multi-scale
feature learning",2024-07-25
text prompts,2024-07-25
GPT-4,2024-07-25
GPT-4,2023-12-12
prompts,2023-12-12
GPT-4,2024-08-29
GPT-4V,2024-08-29
GPT-4V,2024-08-29
GPT-3,2024-09-24
Bloom,2024-09-24
Large Multi-modal Models,2024-05-14
Large Language Models,2024-05-14
LMMs,2024-05-14
in-context learning,2024-05-14
input prompt,2024-05-14
LMMs,2024-05-14
GPT-4V,2024-05-14
GPT-4V,2024-05-14
large language models,2024-03-27
LLMs,2024-03-27
large language models,2024-03-27
LLMs,2024-03-27
embedded,2024-03-27
GPT-4,2024-03-27
LLMs,2024-03-27
LLMs,2024-03-27
GPT-4,2023-12-14
GPT-4,2023-12-14
BERT,2023-12-14
few-shot learning experiments,2023-12-14
Large language models,2023-12-15
LLMs,2023-12-15
LLMs,2023-12-15
"various
prompting methods",2023-12-15
few-shot learning,2023-12-15
GPT-4,2023-12-15
expert prompting,2023-12-15
LLMs,2023-12-15
GPT-4,2023-12-15
GPT-4,2023-12-15
prompts,2023-12-15
GPT-4,2023-12-15
GPT-4,2023-12-15
prompts,2023-12-15
prompts,2023-12-15
GPT-4,2023-12-15
reinforcement learning,2023-12-15
PaLM-2,2023-12-18
GPT-3,2023-12-18
GPT-4,2024-08-13
BERTScore,2024-08-13
BERTScore-F,2024-08-13
3DAxiesPrompts,2023-12-18
3DAP,2023-12-18
GPT-4V,2023-12-18
GPT-4V,2023-12-18
3DAP,2023-12-18
GPT-4V,2023-12-18
3DAP,2023-12-18
GPT-3,2023-12-18
MT5,2023-12-18
BERT,2023-12-20
GPT 3.5,2023-12-20
fairness,2023-12-27
BERT,2023-12-27
GPT-3.5,2023-12-27
fairness,2023-12-27
BERT,2023-12-27
GPT-3.5,2023-12-27
mixed-trained models,2023-12-27
MSG,2023-12-27
EO,2023-12-27
mixed-trained models,2023-12-27
fairness,2023-12-27
fairness,2023-12-27
LLMs,2023-12-19
GPT-4,2023-12-19
LLMs,2023-12-19
Large Language Model,2024-11-12
LLM,2024-11-12
LLM,2024-11-12
NoMIRACL,2024-11-12
LLM,2024-11-12
RAG,2024-11-12
NoMIRACL,2024-11-12
Mistral,2024-11-12
GPT-4,2024-11-12
LLM,2024-11-12
NoMIRACL,2024-11-12
Large language models,2023-12-19
LLMs,2023-12-19
LLMs,2023-12-19
geometric scalability,2023-12-19
LLMs,2023-12-19
GPT-4-V,2023-12-19
Contextualized embeddings,2024-10-31
GPT-4,2024-10-31
Large Multi-Modal Models,2024-02-20
LMMs,2024-02-20
LMMs,2024-02-20
LMMs,2024-02-20
Scaffold prompting,2024-02-20
